Age,CityTier,PitchDuration_Cap,NumberOfPersonVisiting,NumberOfFollowups,Product_Tier,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,NumAdultsVisiting,IncomePerPerson,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Male,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,ProdTaken
26,1,6,3,4,1,3,2,0,1,0,0,17007,3,5669.0,False,False,False,True,False,True,False,False,True,False,False,False,0
34,3,20,2,3,1,3,2,1,5,1,1,17579,1,8789.5,True,True,False,False,False,True,False,False,True,False,False,False,0
31,1,27,3,4,3,5,2,0,4,0,2,28635,1,9545.0,True,False,True,False,True,True,False,False,False,True,False,False,0
19,3,11,3,3,2,4,1,1,4,1,0,17994,3,5998.0,True,False,True,False,True,False,True,False,False,False,True,False,1
38,3,8,3,5,3,3,3,1,3,0,0,20405,3,6801.666667,True,False,False,True,False,True,False,False,False,True,False,False,0
36,1,32,3,5,3,3,6,0,2,0,2,22359,1,7453.0,True,False,True,False,True,False,False,True,False,True,False,False,0
45,2,7,4,5,2,5,2,0,4,1,1,29160,3,7290.0,True,False,False,True,True,False,False,False,False,False,True,False,1
27,1,20,2,3,1,5,2,1,4,1,0,17235,2,8617.5,True,False,True,False,True,False,False,False,True,False,False,False,0
53,1,8,3,4,2,3,1,0,5,1,2,25169,1,8389.666667,True,True,False,False,False,True,False,False,False,False,True,False,1
30,3,13,2,3,1,4,1,0,2,1,0,17983,2,8991.5,True,False,False,True,True,False,True,False,True,False,False,False,0
41,1,18,2,3,5,3,2,0,4,1,0,34545,2,17272.5,True,True,False,False,False,False,False,False,False,False,False,True,1
50,2,9,3,3,5,4,2,0,1,1,2,33200,1,11066.66667,False,False,False,True,True,True,False,False,False,False,False,True,0
26,1,8,2,3,1,5,7,1,5,1,0,17042,2,8521.0,False,False,True,False,True,False,False,False,True,False,False,False,1
29,3,16,2,4,3,4,2,1,5,1,0,23268,2,11634.0,True,False,False,True,False,True,False,False,False,True,False,False,0
33,1,20,3,3,1,4,2,0,5,0,0,17756,3,5918.666667,True,False,False,True,False,False,False,False,True,False,False,False,0
41,3,14,3,4,1,4,3,0,5,0,1,23339,2,7779.666667,True,False,False,True,True,False,False,True,True,False,False,False,1
31,3,12,3,4,2,3,4,0,4,1,2,28097,1,9365.666667,True,False,True,False,False,True,False,False,False,False,True,False,0
32,1,14,3,1,3,3,6,0,3,1,2,20175,1,6725.0,True,False,False,True,False,True,False,False,False,True,False,False,0
59,1,9,3,4,1,3,6,0,2,1,2,21157,1,7052.333333,True,True,False,False,True,False,True,False,True,False,False,False,1
41,1,25,2,3,3,5,3,0,2,1,0,18072,2,9036.0,True,False,True,False,True,True,False,False,False,True,False,False,0
49,3,9,3,4,3,3,4,0,5,1,1,22729,2,7576.333333,True,False,False,True,False,False,False,False,False,True,False,False,0
31,1,13,2,4,2,3,2,0,2,1,1,23943,1,11971.5,False,False,True,False,False,False,False,False,False,False,True,False,0
57,3,13,3,3,4,5,2,0,3,1,1,31890,2,10630.0,False,False,True,False,False,False,False,False,False,False,False,False,0
28,2,29,3,5,1,4,3,0,1,1,1,21541,2,7180.333333,False,False,True,False,False,True,False,False,True,False,False,False,1
36,1,9,3,4,3,3,4,0,3,0,2,24440,1,8146.666667,False,False,False,True,True,True,False,False,False,True,False,False,0
36,2,15,2,3,1,3,2,0,1,1,0,20410,2,10205.0,True,True,False,False,False,True,False,False,True,False,False,False,1
30,3,10,4,4,3,3,3,0,1,0,1,24239,3,6059.75,True,False,False,True,False,True,False,False,False,True,False,False,0
53,1,26,3,4,1,3,2,0,3,1,1,22936,2,7645.333333,False,False,False,True,True,True,False,False,True,False,False,False,0
49,1,14,3,4,3,4,2,0,3,1,2,20130,1,6710.0,False,False,True,False,True,False,False,False,False,True,False,False,0
34,3,15,3,5,1,3,2,0,2,1,2,21020,1,7006.666667,False,False,True,False,False,False,True,False,True,False,False,False,0
44,3,16,3,6,3,3,2,0,1,0,1,24024,2,8008.0,True,False,False,True,False,False,False,True,False,True,False,False,1
39,1,17,4,4,3,3,5,0,3,1,3,28502,1,7125.5,True,False,False,True,False,False,False,False,False,True,False,False,0
36,1,9,3,1,3,5,7,0,1,1,2,21842,1,7280.666667,True,False,True,False,True,True,False,False,False,True,False,False,0
35,1,29,3,5,1,3,1,0,1,1,0,17705,3,5901.666667,True,False,False,True,True,True,False,False,True,False,False,False,0
37,1,20,3,3,1,5,2,0,4,1,1,18034,2,6011.333333,True,False,True,False,False,True,False,False,True,False,False,False,0
36,1,7,3,2,1,3,5,0,3,1,2,21184,1,7061.333333,True,False,True,False,False,False,True,False,True,False,False,False,0
24,1,10,2,4,1,3,1,0,3,0,1,18162,1,9081.0,False,False,True,False,True,True,False,False,True,False,False,False,0
37,1,16,3,5,3,4,4,1,4,0,2,27525,1,9175.0,True,False,False,True,True,True,False,False,False,True,False,False,0
36,1,30,2,4,1,5,5,1,4,0,1,22692,1,11346.0,True,False,False,True,False,True,False,False,True,False,False,False,0
41,3,29,4,5,3,3,4,1,3,1,1,25058,3,6264.5,True,False,False,True,True,True,False,False,False,True,False,False,1
31,3,12,3,5,3,3,5,1,3,1,1,21172,2,7057.333333,True,False,True,False,True,False,False,False,False,True,False,False,1
36,1,11,4,4,1,3,3,0,4,0,1,20629,3,5157.25,True,False,True,False,True,True,False,False,True,False,False,False,0
35,3,6,3,3,2,3,2,0,5,1,0,23789,3,7929.666667,False,False,False,True,False,False,False,True,False,False,True,False,0
34,3,15,3,4,3,5,4,0,5,1,1,25070,2,8356.666667,True,False,True,False,True,True,False,False,False,True,False,False,0
30,1,22,3,5,3,3,2,1,1,1,2,22871,1,7623.666667,True,False,True,False,False,False,False,True,False,True,False,False,0
37,3,7,3,4,3,3,3,1,3,1,2,24879,1,8293.0,True,False,True,False,True,True,False,False,False,True,False,False,0
19,1,10,3,4,1,3,3,0,4,0,1,20098,2,6699.333333,True,False,True,False,True,False,True,False,True,False,False,False,1
39,3,8,2,1,2,3,1,0,1,0,0,22880,2,11440.0,True,False,True,False,True,False,False,True,False,False,True,False,0
44,1,29,3,3,3,4,5,0,3,1,0,17042,3,5680.666667,False,False,False,True,True,False,False,False,False,True,False,False,0
41,1,16,4,5,3,3,2,0,5,1,1,23554,3,5888.5,False,False,True,False,True,False,False,False,False,True,False,False,0
41,3,9,4,4,3,4,7,0,4,1,3,23005,1,5751.25,False,False,False,True,True,False,False,False,False,True,False,False,0
41,1,8,2,5,1,3,5,1,3,0,0,17778,2,8889.0,True,False,True,False,False,True,False,False,True,False,False,False,1
35,1,13,3,4,1,3,2,0,3,1,0,17690,3,5896.666667,True,False,True,False,True,True,False,False,True,False,False,False,0
34,1,33,3,3,1,4,3,0,3,0,0,17311,3,5770.333333,True,False,False,True,False,False,True,False,True,False,False,False,0
27,3,11,3,5,3,3,3,1,2,1,2,24506,1,8168.666667,True,False,False,True,True,False,False,True,False,True,False,False,1
43,1,24,3,3,3,5,5,1,2,0,1,25223,2,8407.666667,True,False,True,False,False,False,False,True,False,True,False,False,0
32,3,27,4,6,3,3,5,1,3,1,1,23237,3,5809.25,True,False,True,False,False,False,False,False,False,True,False,False,1
33,1,13,2,3,3,3,2,0,5,1,1,20968,1,10484.0,False,False,True,False,True,True,False,False,False,True,False,False,0
29,1,31,3,4,1,4,6,0,3,0,2,17546,1,5848.666667,True,True,False,False,False,False,False,False,True,False,False,False,1
46,1,32,4,5,3,3,2,0,4,0,1,24584,3,6146.0,True,False,True,False,False,True,False,False,False,True,False,False,0
50,3,18,3,4,2,3,3,0,4,0,2,26332,1,8777.333333,True,False,False,True,False,False,False,False,False,False,True,False,1
34,3,12,3,4,1,3,3,1,2,1,1,21529,2,7176.333333,True,False,False,True,False,False,False,True,True,False,False,False,1
43,1,13,2,1,1,3,5,0,4,1,0,17089,2,8544.5,False,False,False,True,True,True,False,False,True,False,False,False,0
39,3,23,3,4,3,4,4,0,1,0,1,22876,2,7625.333333,True,False,True,False,False,False,False,True,False,True,False,False,0
40,1,22,2,4,3,3,7,0,5,0,0,20094,2,10047.0,False,False,False,True,True,False,True,False,False,True,False,False,0
28,3,16,3,4,3,3,3,0,1,0,2,22783,1,7594.333333,True,False,False,True,True,False,False,True,False,True,False,False,0
45,1,7,4,2,3,5,4,0,3,1,3,23711,1,5927.75,True,False,True,False,True,True,False,False,False,True,False,False,0
40,1,15,2,3,2,3,1,0,4,0,0,28499,2,14249.5,False,False,False,True,False,False,False,True,False,False,True,False,0
29,3,6,2,4,1,3,7,1,2,0,1,17800,1,8900.0,True,False,False,True,False,True,False,False,True,False,False,False,1
46,1,21,2,3,5,4,6,0,3,1,1,34081,1,17040.5,True,False,True,False,True,True,False,False,False,False,False,True,0
34,1,15,3,2,1,5,8,0,3,1,2,21821,1,7273.666667,True,False,True,False,True,True,False,False,True,False,False,False,0
38,3,8,2,4,3,3,4,0,5,1,1,20249,1,10124.5,False,False,True,False,True,True,False,False,False,True,False,False,0
29,1,6,3,5,1,3,2,0,2,1,0,17720,3,5906.666667,False,False,True,False,True,True,False,False,True,False,False,False,0
35,1,10,3,3,1,3,2,0,4,1,1,16951,2,5650.333333,True,False,True,False,True,True,False,False,True,False,False,False,0
28,1,13,4,5,1,3,2,0,1,0,2,20865,2,5216.25,True,False,False,True,False,True,False,False,True,False,False,False,0
28,1,10,3,5,1,3,2,0,1,1,2,20723,1,6907.666667,True,False,False,True,True,False,True,False,True,False,False,False,0
51,3,30,2,4,3,4,1,1,5,1,1,17838,1,8919.0,True,False,False,True,False,False,True,False,False,True,False,False,1
37,3,24,3,5,3,4,4,0,4,1,1,24185,2,8061.666667,True,False,False,True,True,True,False,False,False,True,False,False,0
23,1,22,3,4,1,3,3,0,1,1,2,21549,1,7183.0,True,False,False,True,False,False,False,True,True,False,False,False,0
21,3,18,2,2,1,4,2,0,5,0,1,17716,1,8858.0,True,False,True,False,False,False,True,False,True,False,False,False,1
53,1,11,2,3,5,3,5,0,4,1,0,34094,2,17047.0,True,False,True,False,False,True,False,False,False,False,False,True,0
39,3,9,4,6,3,3,4,1,3,0,1,24083,3,6020.75,True,False,False,True,False,True,False,False,False,True,False,False,0
27,1,12,2,4,1,3,2,0,2,1,1,17539,1,8769.5,True,False,True,False,True,False,False,False,True,False,False,False,0
42,1,6,3,3,1,5,4,0,3,1,1,17576,2,5858.666667,True,False,True,False,False,True,False,False,True,False,False,False,0
54,3,7,3,4,3,5,2,0,1,1,2,27059,1,9019.666667,True,False,False,True,False,False,False,True,False,True,False,False,0
46,1,21,2,3,5,4,6,0,3,1,1,34081,1,17040.5,True,False,True,False,True,False,False,False,False,False,False,True,0
32,1,15,3,3,3,3,2,1,5,1,2,21322,1,7107.333333,True,False,True,False,False,True,False,False,False,True,False,False,0
36,1,7,3,5,3,3,2,0,1,1,2,24041,1,8013.666667,True,False,False,True,False,False,False,False,False,True,False,False,0
29,1,7,3,4,1,3,2,1,4,0,1,20832,2,6944.0,False,False,False,True,True,False,True,False,True,False,False,False,0
60,3,34,3,4,2,5,5,0,1,1,0,25266,3,8422.0,False,False,False,True,False,True,False,False,False,False,True,False,0
37,1,31,3,4,3,4,2,0,3,1,2,24352,1,8117.333333,False,False,True,False,False,True,False,False,False,True,False,False,0
34,3,27,3,2,3,3,2,0,3,1,0,20337,3,6779.0,True,False,True,False,True,False,True,False,False,True,False,False,0
27,3,36,4,6,3,5,2,0,3,0,1,23647,3,5911.75,False,False,False,True,True,False,False,True,False,True,False,False,1
58,3,16,2,3,4,3,1,0,3,0,1,28872,1,14436.0,True,False,False,True,True,False,True,False,False,False,False,False,0
37,1,12,2,1,3,5,5,1,3,1,1,20974,1,10487.0,True,False,False,True,True,True,False,False,False,True,False,False,0
51,3,7,4,4,3,3,2,0,2,1,2,25025,2,6256.25,False,False,True,False,False,False,False,False,False,True,False,False,0
31,3,11,4,5,3,4,3,1,3,1,2,23887,2,5971.75,True,False,False,True,False,True,False,False,False,True,False,False,0
51,3,15,3,4,3,3,5,1,5,0,1,25474,2,8491.333333,False,True,False,False,True,True,False,False,False,True,False,False,1
56,1,6,2,3,3,3,2,0,3,0,0,21306,2,10653.0,False,False,True,False,True,True,False,False,False,True,False,False,0
31,3,26,3,1,1,3,1,0,5,1,1,17791,2,5930.333333,False,False,True,False,True,False,False,False,True,False,False,False,0
33,1,7,4,4,3,4,3,0,3,1,1,24898,3,6224.5,True,False,True,False,True,True,False,False,False,True,False,False,0
36,3,17,3,4,3,3,5,0,1,1,1,21652,2,7217.333333,True,False,False,True,False,True,False,False,False,True,False,False,0
37,1,25,3,3,1,4,5,0,4,0,1,18022,2,6007.333333,True,False,True,False,True,True,False,False,True,False,False,False,0
34,1,7,4,5,1,5,5,1,4,1,2,21477,2,5369.25,True,False,True,False,True,False,False,True,True,False,False,False,0
33,1,7,4,4,3,4,3,0,3,0,1,24898,3,6224.5,True,False,True,False,True,False,False,False,False,True,False,False,0
25,1,18,4,2,3,3,2,0,5,0,2,22689,2,5672.25,False,False,True,False,False,True,False,False,False,True,False,False,0
42,1,19,3,4,1,3,5,1,3,1,1,23444,2,7814.666667,True,False,True,False,True,True,False,False,True,False,False,False,0
32,1,6,3,4,1,4,7,0,3,1,0,17332,3,5777.333333,False,False,True,False,False,False,False,False,True,False,False,False,0
35,1,16,3,5,2,4,3,0,2,1,2,27299,1,9099.666667,True,False,False,True,False,False,False,True,False,False,True,False,0
44,1,13,2,3,5,3,1,1,4,1,1,34049,1,17024.5,True,False,False,True,False,True,False,False,False,False,False,True,0
34,3,8,2,3,3,3,2,0,5,0,0,21274,2,10637.0,True,False,True,False,True,False,True,False,False,True,False,False,0
57,1,21,4,4,1,4,2,1,5,1,1,23641,3,5910.25,True,False,True,False,False,True,False,False,True,False,False,False,1
27,3,14,2,3,3,4,2,0,1,0,1,21214,1,10607.0,True,False,False,True,False,True,False,False,False,True,False,False,0
32,3,9,4,4,3,3,6,1,5,1,2,25260,2,6315.0,True,False,True,False,True,False,False,True,False,True,False,False,0
40,3,28,3,6,3,3,8,0,5,0,1,24414,2,8138.0,False,False,True,False,False,True,False,False,False,True,False,False,0
41,2,25,3,2,1,5,2,0,1,1,2,21065,1,7021.666667,True,False,True,False,True,True,False,False,True,False,False,False,1
41,1,15,4,5,1,3,3,1,4,1,3,27772,1,6943.0,True,False,False,True,True,False,False,True,True,False,False,False,1
37,3,10,4,5,2,3,2,0,3,1,1,26322,3,6580.5,True,False,False,True,False,True,False,False,False,False,True,False,0
36,3,15,4,5,2,3,6,1,5,1,3,29055,1,7263.75,False,False,False,True,False,True,False,False,False,False,True,False,0
37,1,15,4,3,2,5,2,0,3,0,1,30391,3,7597.75,False,False,True,False,False,False,False,False,False,False,True,False,0
28,3,6,3,4,3,3,2,0,3,0,2,23020,1,7673.333333,False,False,False,True,True,False,False,False,False,True,False,False,0
24,1,10,2,4,1,3,1,0,3,0,0,18162,2,9081.0,False,False,True,False,True,False,False,False,True,False,False,False,0
24,1,33,3,4,1,3,3,0,2,1,2,21582,1,7194.0,True,False,True,False,True,True,False,False,True,False,False,False,0
34,3,20,2,3,1,3,2,1,5,1,0,17579,2,8789.5,True,True,False,False,False,True,False,False,True,False,False,False,0
44,1,14,3,1,1,3,3,1,3,1,2,17818,1,5939.333333,True,False,True,False,True,False,False,False,True,False,False,False,0
48,3,22,3,3,3,3,1,0,4,1,0,21439,3,7146.333333,True,False,True,False,False,True,False,False,False,True,False,False,0
41,3,16,2,3,3,3,1,0,1,0,1,21230,1,10615.0,False,False,True,False,True,False,True,False,False,True,False,False,0
37,3,10,3,5,2,3,6,0,2,0,2,28377,1,9459.0,False,False,False,True,True,False,False,False,False,False,True,False,0
34,1,14,3,4,2,3,2,0,4,0,1,30369,2,10123.0,True,False,False,True,True,False,False,False,False,False,True,False,0
38,3,26,3,4,2,4,3,1,5,0,1,26320,2,8773.333333,False,False,False,True,True,False,False,True,False,False,True,False,0
34,1,12,3,5,2,3,6,0,3,0,1,25797,2,8599.0,True,False,True,False,True,True,False,False,False,False,True,False,0
30,1,26,2,3,3,5,1,0,4,1,0,24957,2,12478.5,True,False,True,False,True,False,False,False,False,True,False,False,0
21,1,24,3,3,1,3,2,0,3,1,2,17693,1,5897.666667,True,False,True,False,False,False,True,False,True,False,False,False,1
52,1,6,3,3,4,3,3,0,1,1,2,32099,1,10699.66667,True,False,True,False,True,True,False,False,False,False,False,False,0
36,3,7,3,4,3,3,2,0,3,0,2,23395,1,7798.333333,True,False,False,True,True,True,False,False,False,True,False,False,0
49,3,17,2,3,2,3,2,0,4,0,1,22654,1,11327.0,True,False,False,True,False,False,False,False,False,False,True,False,1
32,3,27,4,6,3,3,5,1,3,0,3,23237,1,5809.25,True,False,True,False,False,True,False,False,False,True,False,False,1
45,1,12,2,3,2,5,5,1,3,0,0,28245,2,14122.5,True,False,True,False,True,False,False,False,False,False,True,False,0
30,1,9,4,4,1,4,2,0,5,0,3,21858,1,5464.5,False,False,True,False,False,False,False,False,True,False,False,False,0
28,1,30,3,4,2,5,2,0,1,1,1,23722,2,7907.333333,False,True,False,False,True,False,False,True,False,False,True,False,1
38,1,15,3,3,1,3,2,0,2,1,1,17288,2,5762.666667,True,False,True,False,False,False,True,False,True,False,False,False,0
46,2,31,3,4,1,4,3,0,4,0,1,20855,2,6951.666667,True,False,False,True,True,False,True,False,True,False,False,False,0
28,1,8,3,4,1,4,1,0,2,0,2,18201,1,6067.0,True,False,True,False,True,False,False,False,True,False,False,False,0
37,3,8,3,3,3,3,5,1,3,0,1,24602,2,8200.666667,True,False,False,True,True,False,False,False,False,True,False,False,0
35,3,23,3,3,3,5,4,1,3,0,2,23966,1,7988.666667,True,False,True,False,True,True,False,False,False,True,False,False,0
32,1,7,4,2,2,4,3,0,3,1,3,26124,1,6531.0,False,False,True,False,False,False,False,True,False,False,True,False,1
29,1,31,3,4,1,4,6,0,3,1,2,17546,1,5848.666667,True,True,False,False,False,True,False,False,True,False,False,False,1
34,1,9,2,3,3,3,1,0,2,1,0,22756,2,11378.0,False,False,True,False,True,False,False,True,False,True,False,False,0
35,1,24,3,3,3,3,2,1,3,1,0,20689,3,6896.333333,False,False,True,False,True,True,False,False,False,True,False,False,0
40,1,9,4,5,3,3,3,0,2,1,1,23231,3,5807.75,True,True,False,False,False,False,False,True,False,True,False,False,0
33,3,9,3,4,3,4,2,1,1,0,2,22756,1,7585.333333,True,False,False,True,True,False,False,False,False,True,False,False,0
32,1,31,2,4,3,3,4,0,1,1,1,23916,1,11958.0,False,True,False,False,False,False,False,True,False,True,False,False,0
35,1,14,4,4,3,3,3,0,3,0,1,21263,3,5315.75,True,False,True,False,True,True,False,False,False,True,False,False,1
39,1,6,2,2,2,3,1,0,3,1,0,24613,2,12306.5,True,False,False,True,True,True,False,False,False,False,True,False,0
33,3,13,3,4,3,3,3,0,5,1,1,23688,2,7896.0,True,False,False,True,True,False,False,True,False,True,False,False,0
59,3,6,3,3,2,3,4,1,1,1,0,26904,3,8968.0,True,True,False,False,True,True,False,False,False,False,True,False,0
43,1,9,4,5,3,3,5,0,2,0,2,25459,2,6364.75,True,False,True,False,True,False,False,True,False,True,False,False,0
51,1,35,4,2,1,3,3,1,1,0,2,21899,2,5474.75,True,False,False,True,True,True,False,False,True,False,False,False,0
29,3,6,2,4,1,3,7,1,1,1,1,17800,1,8900.0,True,False,False,True,False,True,False,False,True,False,False,False,1
43,1,28,3,4,3,3,4,0,1,0,1,23943,2,7981.0,False,False,False,True,False,True,False,False,False,True,False,False,0
33,1,12,4,2,1,4,2,1,1,1,3,21976,1,5494.0,True,False,True,False,True,True,False,False,True,False,False,False,0
42,1,14,3,3,5,3,2,0,5,1,1,33430,2,11143.33333,False,False,True,False,True,True,False,False,False,False,False,True,0
51,1,15,3,3,1,3,4,0,3,1,0,17075,3,5691.666667,True,False,True,False,True,False,False,False,True,False,False,False,0
42,1,18,2,3,1,4,1,0,1,1,1,17766,1,8883.0,True,False,False,True,True,True,False,False,True,False,False,False,0
49,1,11,3,4,2,3,3,0,5,1,2,26576,1,8858.666667,True,False,True,False,True,False,False,True,False,False,True,False,0
43,1,17,1,3,2,3,2,0,1,1,0,22510,1,22510.0,True,False,True,False,True,True,False,False,False,False,True,False,0
31,3,32,3,4,3,3,2,1,3,1,1,23414,2,7804.666667,False,True,False,False,False,False,False,False,False,True,False,False,0
28,1,11,4,4,1,3,3,0,4,1,2,21195,2,5298.75,True,False,True,False,True,True,False,False,True,False,False,False,0
35,1,10,3,4,3,3,2,0,2,1,1,26434,2,8811.333333,False,False,True,False,True,False,False,True,False,True,False,False,0
51,3,10,3,5,1,3,3,1,4,1,2,21361,1,7120.333333,True,False,False,True,True,True,False,False,True,False,False,False,1
39,3,21,3,3,4,5,1,0,1,1,2,28341,1,9447.0,True,False,False,True,True,False,False,True,False,False,False,False,0
26,3,15,3,4,3,3,2,1,1,1,2,23585,1,7861.666667,True,False,True,False,False,True,False,False,False,True,False,False,0
33,1,31,2,4,1,4,5,1,4,0,0,17313,2,8656.5,True,False,False,True,True,False,True,False,True,False,False,False,1
36,3,25,3,4,3,3,3,0,4,1,1,23279,2,7759.666667,True,False,False,True,False,False,False,False,False,True,False,False,0
29,3,8,3,4,3,4,3,0,4,0,1,21644,2,7214.666667,True,False,False,True,True,False,False,False,False,True,False,False,0
26,1,9,3,3,1,5,1,0,3,0,1,18102,2,6034.0,False,True,False,False,True,False,True,False,True,False,False,False,1
29,1,6,2,3,1,3,1,0,1,0,0,17058,2,8529.0,True,True,False,False,True,False,True,False,True,False,False,False,1
39,1,15,3,3,3,4,1,0,1,1,0,21782,3,7260.666667,False,False,True,False,True,False,False,True,False,True,False,False,0
31,1,32,2,3,1,3,2,0,3,1,1,17911,1,8955.5,True,False,True,False,True,True,False,False,True,False,False,False,0
31,1,10,3,4,1,5,7,1,4,1,2,21335,1,7111.666667,True,True,False,False,False,False,False,True,True,False,False,False,1
37,1,16,2,3,1,5,1,1,3,1,1,17782,1,8891.0,True,False,True,False,False,True,False,False,True,False,False,False,0
38,1,6,2,2,3,3,1,0,2,1,1,22625,1,11312.5,True,False,True,False,False,False,False,True,False,True,False,False,0
42,3,16,4,4,2,3,5,1,1,0,2,26867,2,6716.75,True,False,True,False,True,True,False,False,False,False,True,False,0
31,1,25,4,4,1,3,3,0,2,1,1,21310,3,5327.5,True,False,True,False,False,False,False,True,True,False,False,False,0
29,1,14,3,4,3,3,2,1,3,0,0,20056,3,6685.333333,True,False,False,True,True,False,False,False,False,True,False,False,0
47,3,33,4,5,3,4,2,0,4,1,3,26669,1,6667.25,False,False,True,False,True,False,False,True,False,True,False,False,0
41,1,9,4,5,3,3,8,0,5,1,1,22126,3,5531.5,True,False,False,True,False,False,False,False,False,True,False,False,0
29,1,7,4,6,1,4,2,1,2,1,1,20894,3,5223.5,True,False,True,False,False,False,True,False,True,False,False,False,1
20,3,27,2,1,1,3,2,0,3,1,1,17678,1,8839.0,True,False,False,True,True,False,True,False,True,False,False,False,0
27,2,32,4,4,1,3,3,0,4,1,1,21620,3,5405.0,True,False,True,False,False,False,False,False,True,False,False,False,0
22,1,17,2,3,1,4,2,0,2,1,0,17244,2,8622.0,True,False,False,True,False,False,False,False,True,False,False,False,0
51,1,10,2,3,1,3,1,1,2,1,1,17461,1,8730.5,True,False,True,False,True,False,False,False,True,False,False,False,1
29,1,23,4,2,3,5,2,0,5,0,2,24339,2,6084.75,True,False,False,True,True,False,False,True,False,True,False,False,0
24,1,29,2,1,1,3,2,1,4,0,0,17725,2,8862.5,True,False,False,True,True,True,False,False,True,False,False,False,0
30,3,9,4,4,3,3,3,0,2,1,2,23327,2,5831.75,False,False,True,False,True,False,False,False,False,True,False,False,0
34,1,14,3,4,3,3,3,0,5,1,2,24646,1,8215.333333,False,False,True,False,True,True,False,False,False,True,False,False,0
36,1,7,3,5,1,3,8,0,1,1,2,20936,1,6978.666667,True,False,False,True,True,True,False,False,True,False,False,False,0
21,3,9,3,4,1,3,3,0,4,0,1,21461,2,7153.666667,True,False,False,True,False,False,False,True,True,False,False,False,0
39,3,10,2,4,3,3,5,0,5,1,1,20902,1,10451.0,True,False,True,False,False,True,False,False,False,True,False,False,0
26,1,8,2,3,1,5,7,1,5,0,0,17042,2,8521.0,False,False,True,False,True,True,False,False,True,False,False,False,1
60,1,13,2,3,5,5,6,0,5,0,0,34566,2,17283.0,True,False,True,False,False,False,False,False,False,False,False,True,0
22,1,22,3,2,1,3,2,1,3,0,0,17935,3,5978.333333,False,False,False,True,True,True,False,False,True,False,False,False,0
46,1,11,3,4,3,4,3,0,4,1,2,23125,1,7708.333333,False,False,True,False,True,False,False,False,False,True,False,False,0
38,3,13,2,1,3,5,2,1,3,1,1,20605,1,10302.5,True,False,False,True,False,True,False,False,False,True,False,False,0
29,3,16,2,4,3,3,1,0,4,1,0,20869,2,10434.5,True,False,False,True,True,False,True,False,False,True,False,False,0
39,1,9,3,5,1,4,3,0,1,1,1,21118,2,7039.333333,False,False,False,True,False,False,True,False,True,False,False,False,0
35,1,6,3,3,1,5,5,0,1,0,1,17194,2,5731.333333,False,False,False,True,True,True,False,False,True,False,False,False,0
25,1,30,3,3,1,3,3,1,4,0,2,21403,1,7134.333333,True,False,False,True,True,False,False,False,True,False,False,False,0
36,3,25,4,4,2,5,3,0,4,1,1,27747,3,6936.75,False,False,True,False,True,False,False,False,False,False,True,False,0
33,3,15,3,3,3,5,1,1,3,0,1,23224,2,7741.333333,True,False,False,True,False,False,False,True,False,True,False,False,1
30,3,28,3,3,2,5,1,0,2,1,0,23412,3,7804.0,False,False,True,False,False,False,False,False,False,False,True,False,0
44,1,13,2,4,2,3,4,0,4,1,0,25248,2,12624.0,True,False,False,True,False,False,False,False,False,False,True,False,0
27,1,12,3,4,1,3,1,0,1,0,1,17187,2,5729.0,True,False,False,True,False,True,False,False,True,False,False,False,0
42,1,15,4,4,1,5,3,1,3,0,3,22781,1,5695.25,True,False,False,True,False,True,False,False,True,False,False,False,1
54,1,11,2,3,5,5,5,0,4,1,0,34406,2,17203.0,True,False,False,True,True,False,False,False,False,False,False,True,0
53,1,13,2,2,4,3,4,0,2,0,0,29814,2,14907.0,True,False,True,False,True,False,False,False,False,False,False,False,0
45,3,7,4,4,3,5,7,1,2,0,1,24132,3,6033.0,True,False,False,True,False,True,False,False,False,True,False,False,0
40,3,16,2,4,3,4,1,0,5,1,0,21852,2,10926.0,True,True,False,False,False,True,False,False,False,True,False,False,0
22,3,29,3,4,1,3,3,0,2,1,2,22125,1,7375.0,True,True,False,False,True,False,False,True,True,False,False,False,0
43,3,19,4,4,3,3,5,1,1,0,1,23765,3,5941.25,True,False,False,True,True,True,False,False,False,True,False,False,0
25,1,6,2,3,1,4,2,0,3,1,0,17096,2,8548.0,True,False,False,True,False,False,True,False,True,False,False,False,0
31,1,6,3,4,1,5,2,0,4,1,1,17218,2,5739.333333,True,False,True,False,True,True,False,False,True,False,False,False,0
36,1,7,3,5,2,5,3,1,1,1,0,25252,3,8417.333333,True,True,False,False,False,True,False,False,False,False,True,False,0
38,1,31,2,4,2,4,4,0,3,1,0,27061,2,13530.5,True,False,True,False,False,False,False,False,False,False,True,False,0
35,1,33,2,4,1,5,2,0,4,1,1,17559,1,8779.5,True,False,False,True,False,False,True,False,True,False,False,False,0
36,2,19,2,3,1,4,5,0,3,1,1,17143,1,8571.5,True,False,True,False,True,True,False,False,True,False,False,False,0
44,1,29,3,3,1,5,1,0,3,0,2,33213,1,11071.0,True,False,False,True,True,False,True,False,True,False,False,False,1
